TransactionID,TransactionDate,City,Category,Product,UnitPrice_SAR,Quantity,TotalSales_SAR,PaymentMethod
641,2025-03-31,Khobar,Home & Kitchen,Arabic Coffee Maker,226.91,2,453.82,Mastercard
642,2025-08-22,Makkah,Electronics,Smart Watch,4599.44,4,18397.76,Apple Pay
643,2025-11-20,Khobar,Beauty,Beard Oil,56.76,1,56.76,Cash
644,2025-02-16,Riyadh,Groceries,Dates Premium,146.16,1,146.16,Mastercard
645,2025-11-05,Makkah,Electronics,Sony Headphones,3229.55,3,9688.65,Apple Pay
646,2026-05-01,Khobar,Beauty,Oud Perfume,112.53,2,225.06,Visa
647,2025-10-30,Medina,Beauty,Gift Set,434.05,2,868.1,Mastercard
648,2025-05-25,Medina,Home & Kitchen,Arabic Coffee Maker,279.4,1,279.4,Cash
649,2025-03-29,Makkah,Beauty,Gift Set,171.88,3,515.64,Visa
650,2025-06-14,Khobar,Groceries,Olive Oil,53.12,5,265.6,Mastercard
651,2025-02-25,Jeddah,Electronics,Samsung Galaxy S24,4331.24,5,21656.2,Apple Pay
652,2025-10-25,Medina,Groceries,Dates Premium,140.9,3,422.7,Mada
653,2025-12-05,Jeddah,Groceries,Arabic Coffee Beans,84.28,2,168.56,Mada
654,2025-07-18,Dammam,Groceries,Dates Premium,77.2,4,308.8,Mastercard
655,2025-06-06,Makkah,Home & Kitchen,Vacuum Cleaner,743.83,3,2231.49,Mastercard
656,2025-11-17,Khobar,Apparel,Thobe Classic,223.09,2,446.18,Apple Pay
657,2025-12-06,Dammam,Home & Kitchen,Air Fryer,1071.78,4,4287.12,Apple Pay
658,2025-04-22,Dammam,Home & Kitchen,Dinner Set,334.56,5,1672.8,Mada
659,2025-07-21,Dammam,Apparel,Formal Suit,231.62,1,231.62,Mada
660,2026-02-19,Riyadh,Groceries,Dates Premium,158.46,2,316.92,Mada
661,2026-04-29,Makkah,Home & Kitchen,Vacuum Cleaner,836.6,2,1673.2,Mastercard
662,2025-10-25,Khobar,Apparel,Formal Suit,166.94,5,834.7,Cash
663,2026-05-30,Riyadh,Beauty,Sunscreen,54.24,2,108.48,Cash
664,2025-05-24,Medina,Apparel,Formal Suit,323.11,2,646.22,Cash
665,2026-01-03,Makkah,Apparel,Leather Sandals,120.21,4,480.84,Visa
666,2025-08-28,Riyadh,Home & Kitchen,Blender,194.95,2,389.9,Cash
667,2026-04-11,Dammam,Beauty,Beard Oil,402.62,1,402.62,Mastercard
668,2025-09-27,Riyadh,Groceries,Basmati Rice,124.15,5,620.75,Visa
669,2025-03-21,Khobar,Beauty,Sunscreen,256.67,4,1026.68,Visa
670,2025-12-20,Makkah,Beauty,Sunscreen,244.74,4,978.96,Cash
671,2026-03-27,Riyadh,Groceries,Olive Oil,49.81,1,49.81,Cash
672,2025-06-03,Medina,Home & Kitchen,Air Fryer,346.25,3,1038.75,Cash
673,2026-03-01,Medina,Electronics,Samsung Galaxy S24,4150.28,1,4150.28,Apple Pay
674,2025-08-04,Medina,Beauty,Beard Oil,286.32,4,1145.28,Mada
675,2025-06-14,Jeddah,Electronics,Samsung Galaxy S24,1106.26,5,5531.3,Mada
676,2025-06-20,Makkah,Apparel,Thobe Classic,229.13,2,458.26,Cash
677,2025-01-20,Khobar,Groceries,Honey Pure,178.13,3,534.39,Mada
678,2026-04-28,Jeddah,Beauty,Gift Set,396.92,2,793.84,Visa
679,2025-07-06,Khobar,Groceries,Olive Oil,132.18,5,660.9,Mastercard
680,2025-03-12,Jeddah,Home & Kitchen,Dinner Set,391.3,4,1565.2,Visa
681,2026-06-20,Riyadh,Electronics,Samsung Galaxy S24,4368.16,5,21840.8,Apple Pay
682,2025-07-01,Jeddah,Groceries,Dates Premium,105.66,5,528.3,Cash
683,2025-05-01,Riyadh,Groceries,Honey Pure,36.77,2,73.54,Cash
684,2026-06-19,Makkah,Electronics,iPad Air,2393.08,1,2393.08,Cash
685,2026-01-26,Khobar,Apparel,Leather Sandals,275.26,5,1376.3,Mada
686,2026-05-04,Khobar,Apparel,Sports Sneakers,482.93,1,482.93,Mastercard
687,2025-09-21,Makkah,Groceries,Arabic Coffee Beans,54.02,1,54.02,Cash
688,2025-01-08,Makkah,Electronics,Smart Watch,2187.63,2,4375.26,Mastercard
689,2025-06-08,Khobar,Home & Kitchen,Arabic Coffee Maker,597.38,5,2986.9,Mastercard
690,2026-01-10,Dammam,Groceries,Arabic Coffee Beans,130.14,4,520.56,Visa
691,2026-05-10,Khobar,Groceries,Honey Pure,52.17,5,260.85,Cash
692,2025-12-19,Khobar,Home & Kitchen,Blender,962.9,4,3851.6,Visa
693,2026-04-03,Medina,Electronics,Samsung Galaxy S24,4023.99,2,8047.98,Mada
694,2025-12-13,Jeddah,Groceries,Arabic Coffee Beans,164.15,5,820.75,Mada
695,2025-04-04,Jeddah,Beauty,Oud Perfume,379.3,4,1517.2,Cash
696,2025-09-27,Khobar,Electronics,iPhone 15,1497.97,1,1497.97,Cash
697,2026-06-18,Riyadh,Beauty,Beard Oil,164.59,5,822.95,Mada
698,2025-01-11,Jeddah,Beauty,Beard Oil,130.68,5,653.4,Mastercard
699,2026-06-07,Jeddah,Electronics,Smart Watch,2821.16,2,5642.32,Cash
700,2025-09-02,Jeddah,Electronics,Sony Headphones,3447.59,2,6895.18,Mada
701,2026-02-09,Dammam,Beauty,Sunscreen,212.18,2,424.36,Cash
702,2025-10-19,Riyadh,Electronics,iPhone 15,3767.62,5,18838.1,Cash
703,2025-08-20,Dammam,Home & Kitchen,Blender,786.68,2,1573.36,Apple Pay
704,2025-09-25,Khobar,Groceries,Dates Premium,51.51,5,257.55,Mada
705,2025-10-29,Makkah,Electronics,Smart Watch,2029.85,1,2029.85,Cash
706,2025-09-14,Dammam,Groceries,Honey Pure,144.95,4,579.8,Cash
707,2026-04-15,Khobar,Apparel,Sports Sneakers,440.8,5,2204.0,Mada
708,2025-03-11,Khobar,Electronics,Sony Headphones,2222.03,2,4444.06,Visa
709,2026-06-13,Dammam,Beauty,Sunscreen,264.26,3,792.78,Visa
710,2025-12-17,Dammam,Electronics,iPad Air,842.13,2,1684.26,Apple Pay
711,2025-10-03,Dammam,Home & Kitchen,Air Fryer,341.92,2,683.84,Apple Pay
712,2025-09-05,Medina,Apparel,Abaya Modern,536.37,2,1072.74,Visa
713,2025-12-31,Jeddah,Apparel,Formal Suit,178.0,1,178.0,Mada
714,2025-01-07,Riyadh,Beauty,Gift Set,355.7,5,1778.5,Mada
715,2025-11-19,Khobar,Home & Kitchen,Vacuum Cleaner,666.96,5,3334.8,Mastercard
716,2025-10-14,Khobar,Apparel,Formal Suit,298.94,5,1494.7,Visa
717,2026-05-05,Riyadh,Groceries,Arabic Coffee Beans,189.14,1,189.14,Cash
718,2026-04-14,Dammam,Beauty,Moisturizer,440.6,5,2203.0,Apple Pay
719,2025-08-04,Dammam,Electronics,iPhone 15,2207.43,1,2207.43,Mastercard
720,2025-07-11,Dammam,Groceries,Basmati Rice,118.74,2,237.48,Mastercard
721,2026-01-10,Khobar,Groceries,Basmati Rice,53.1,4,212.4,Visa
722,2026-02-15,Khobar,Home & Kitchen,Blender,443.61,2,887.22,Cash
723,2025-04-13,Jeddah,Groceries,Olive Oil,149.75,2,299.5,Cash
724,2025-05-30,Khobar,Beauty,Moisturizer,370.01,2,740.02,Apple Pay
725,2026-05-27,Riyadh,Apparel,Leather Sandals,167.24,5,836.2,Cash
726,2025-11-04,Medina,Home & Kitchen,Dinner Set,413.52,5,2067.6,Mada
727,2025-03-03,Khobar,Electronics,Samsung Galaxy S24,1469.6,3,4408.8,Apple Pay
728,2025-12-09,Medina,Electronics,iPad Air,1668.96,3,5006.88,Cash
729,2025-01-21,Makkah,Home & Kitchen,Blender,582.35,3,1747.05,Cash
730,2025-06-28,Jeddah,Groceries,Honey Pure,196.29,3,588.87,Mastercard
731,2026-04-03,Dammam,Groceries,Arabic Coffee Beans,180.13,4,720.52,Cash
732,2025-06-21,Dammam,Beauty,Moisturizer,306.23,3,918.69,Apple Pay
733,2026-02-19,Medina,Groceries,Honey Pure,172.8,1,172.8,Mada
734,2025-11-18,Jeddah,Home & Kitchen,Air Fryer,482.72,3,1448.16,Mastercard
735,2026-04-01,Makkah,Beauty,Sunscreen,362.39,3,1087.17,Cash
736,2025-06-21,Makkah,Beauty,Beard Oil,123.55,1,123.55,Visa
737,2025-03-23,Medina,Apparel,Sports Sneakers,205.29,4,821.16,Mada
738,2025-02-25,Riyadh,Electronics,iPad Air,618.64,4,2474.56,Cash
739,2025-06-09,Riyadh,Electronics,Sony Headphones,879.4,4,3517.6,Mastercard
740,2026-03-30,Jeddah,Apparel,Sports Sneakers,413.24,2,826.48,Cash
741,2026-01-01,Jeddah,Electronics,iPhone 15,4371.66,3,13114.98,Apple Pay
742,2026-04-01,Khobar,Groceries,Basmati Rice,44.32,5,221.6,Visa
743,2026-03-22,Makkah,Groceries,Arabic Coffee Beans,114.22,5,571.1,Mastercard
744,2025-08-21,Dammam,Beauty,Gift Set,371.88,4,1487.52,Mastercard
745,2025-06-09,Dammam,Beauty,Sunscreen,171.43,1,171.43,Cash
746,2026-04-26,Jeddah,Home & Kitchen,Blender,711.85,4,2847.4,Apple Pay
747,2025-10-27,Dammam,Electronics,iPad Air,3186.52,1,3186.52,Cash
748,2026-03-24,Dammam,Apparel,Leather Sandals,297.38,2,594.76,Apple Pay
749,2025-03-23,Khobar,Apparel,Sports Sneakers,311.12,2,622.24,Cash
750,2026-06-29,Makkah,Home & Kitchen,Blender,999.25,4,3997.0,Visa
751,2025-10-24,Riyadh,Apparel,Abaya Modern,155.18,4,620.72,Cash
752,2026-05-19,Khobar,Home & Kitchen,Vacuum Cleaner,347.18,1,347.18,Visa
753,2025-07-10,Riyadh,Groceries,Dates Premium,195.02,3,585.06,Mastercard
754,2025-08-27,Jeddah,Beauty,Oud Perfume,86.08,1,86.08,Apple Pay
755,2025-11-16,Jeddah,Home & Kitchen,Dinner Set,975.01,4,3900.04,Mastercard
756,2025-03-24,Khobar,Electronics,Sony Headphones,4295.96,2,8591.92,Mada
757,2026-04-27,Dammam,Beauty,Oud Perfume,122.64,3,367.92,Apple Pay
758,2026-01-30,Riyadh,Electronics,Samsung Galaxy S24,3970.51,4,15882.04,Visa
759,2026-04-17,Medina,Electronics,Samsung Galaxy S24,3808.95,1,3808.95,Cash
760,2026-02-03,Medina,Apparel,Leather Sandals,440.72,3,1322.16,Mastercard
761,2026-06-18,Jeddah,Electronics,Smart Watch,1049.64,4,4198.56,Mastercard
762,2025-08-12,Jeddah,Home & Kitchen,Arabic Coffee Maker,1171.94,2,2343.88,Apple Pay
763,2025-10-10,Dammam,Electronics,Samsung Galaxy S24,3131.14,4,12524.56,Visa
764,2026-05-02,Riyadh,Electronics,Smart Watch,3597.83,2,7195.66,Mastercard
765,2026-05-27,Riyadh,Apparel,Abaya Modern,145.7,5,728.5,Mastercard
766,2025-12-31,Medina,Electronics,iPhone 15,3400.59,5,17002.95,Mada
767,2025-11-21,Jeddah,Beauty,Moisturizer,442.67,3,1328.01,Apple Pay
768,2026-01-22,Medina,Apparel,Thobe Classic,279.08,2,558.16,Mastercard
769,2025-10-29,Riyadh,Beauty,Beard Oil,267.09,4,1068.36,Visa
770,2025-12-23,Makkah,Apparel,Formal Suit,261.84,4,1047.36,Mastercard
771,2025-03-12,Makkah,Groceries,Olive Oil,115.6,4,462.4,Mastercard
772,2026-04-10,Dammam,Groceries,Basmati Rice,20.13,5,100.65,Apple Pay
773,2026-01-08,Medina,Apparel,Thobe Classic,488.01,2,976.02,Mastercard
774,2026-02-01,Medina,Electronics,Smart Watch,1354.41,4,5417.64,Cash
775,2025-11-27,Jeddah,Groceries,Basmati Rice,93.76,3,281.28,Mada
776,2025-02-14,Riyadh,Groceries,Dates Premium,170.33,2,340.66,Visa
777,2026-05-13,Riyadh,Apparel,Thobe Classic,195.81,1,195.81,Cash
778,2026-06-23,Medina,Beauty,Beard Oil,299.59,5,1497.95,Mastercard
779,2025-03-14,Riyadh,Home & Kitchen,Air Fryer,163.74,2,327.48,Apple Pay
780,2026-01-05,Riyadh,Beauty,Oud Perfume,273.21,4,1092.84,Mastercard
781,2025-09-30,Medina,Electronics,Smart Watch,2880.59,1,2880.59,Mastercard
782,2025-04-10,Riyadh,Apparel,Formal Suit,150.61,2,301.22,Cash
783,2026-06-23,Khobar,Apparel,Abaya Modern,428.44,5,2142.2,Visa
784,2025-04-19,Makkah,Groceries,Arabic Coffee Beans,157.93,5,789.65,Mastercard
785,2025-04-17,Medina,Beauty,Beard Oil,116.72,2,233.44,Cash
786,2025-06-11,Khobar,Groceries,Basmati Rice,116.1,5,580.5,Apple Pay
787,2025-11-29,Dammam,Home & Kitchen,Vacuum Cleaner,1037.1,4,4148.4,Apple Pay
788,2025-09-04,Medina,Home & Kitchen,Vacuum Cleaner,741.3,2,1482.6,Apple Pay
789,2026-04-09,Makkah,Home & Kitchen,Blender,619.87,4,2479.48,Mada
790,2025-01-17,Medina,Electronics,Sony Headphones,2829.24,3,8487.72,Mada
791,2025-11-19,Dammam,Apparel,Abaya Modern,110.85,3,332.55,Cash
792,2025-06-08,Makkah,Groceries,Honey Pure,36.97,4,147.88,Mastercard
793,2026-01-11,Jeddah,Apparel,Sports Sneakers,544.81,2,1089.62,Visa
794,2026-02-14,Dammam,Home & Kitchen,Arabic Coffee Maker,747.52,2,1495.04,Mada
795,2025-06-27,Medina,Home & Kitchen,Dinner Set,662.69,5,3313.45,Mada
796,2026-01-26,Makkah,Home & Kitchen,Arabic Coffee Maker,232.4,1,232.4,Mastercard
797,2025-05-04,Dammam,Beauty,Beard Oil,397.91,2,795.82,Cash
798,2025-11-09,Riyadh,Beauty,Oud Perfume,259.75,3,779.25,Cash
799,2026-05-30,Makkah,Apparel,Sports Sneakers,448.88,2,897.76,Mada
800,2026-06-01,Medina,Beauty,Beard Oil,86.03,4,344.12,Mastercard
801,2025-12-11,Khobar,Apparel,Abaya Modern,141.27,5,706.35,Mada
802,2025-03-29,Makkah,Beauty,Sunscreen,209.41,4,837.64,Visa
803,2025-07-22,Jeddah,Beauty,Gift Set,245.14,5,1225.7,Visa
804,2025-09-10,Makkah,Groceries,Honey Pure,63.62,3,190.86,Apple Pay
805,2025-04-26,Dammam,Groceries,Dates Premium,140.91,4,563.64,Mastercard
806,2025-12-19,Dammam,Apparel,Sports Sneakers,396.94,1,396.94,Mastercard
807,2026-03-29,Jeddah,Home & Kitchen,Vacuum Cleaner,804.34,4,3217.36,Mada
808,2025-06-09,Jeddah,Apparel,Sports Sneakers,478.87,1,478.87,Mada
809,2025-06-01,Medina,Electronics,Samsung Galaxy S24,4409.39,3,13228.17,Mada
810,2026-04-06,Dammam,Electronics,Sony Headphones,2620.36,3,7861.08,Visa
811,2025-07-28,Medina,Groceries,Olive Oil,118.36,3,355.08,Cash
812,2025-01-19,Khobar,Groceries,Olive Oil,87.79,5,438.95,Mada
813,2025-10-18,Dammam,Apparel,Thobe Classic,200.35,5,1001.75,Mastercard
814,2025-03-10,Riyadh,Beauty,Oud Perfume,205.46,3,616.38,Mastercard
815,2026-01-31,Riyadh,Electronics,Sony Headphones,1540.26,4,6161.04,Cash
816,2026-05-12,Medina,Electronics,Sony Headphones,4400.48,5,22002.4,Mada
817,2026-04-14,Jeddah,Apparel,Formal Suit,380.34,1,380.34,Mada
818,2025-12-08,Jeddah,Groceries,Basmati Rice,108.19,2,216.38,Mada
819,2025-11-06,Dammam,Home & Kitchen,Blender,398.02,5,1990.1,Mastercard
820,2025-01-31,Riyadh,Home & Kitchen,Dinner Set,1141.34,3,3424.02,Visa
821,2025-05-21,Jeddah,Home & Kitchen,Dinner Set,242.18,4,968.72,Cash
822,2026-03-04,Medina,Groceries,Olive Oil,63.26,2,126.52,Apple Pay
823,2026-04-05,Dammam,Groceries,Basmati Rice,117.6,2,235.2,Visa
824,2025-05-22,Makkah,Groceries,Olive Oil,75.62,5,378.1,Visa
825,2025-06-11,Khobar,Apparel,Formal Suit,258.75,5,1293.75,Cash
826,2025-11-22,Medina,Electronics,Samsung Galaxy S24,4277.85,2,8555.7,Mada
827,2025-11-07,Dammam,Beauty,Beard Oil,227.2,3,681.6,Visa
828,2025-07-09,Jeddah,Electronics,Samsung Galaxy S24,617.89,5,3089.45,Cash
829,2025-08-25,Dammam,Groceries,Honey Pure,127.34,2,254.68,Mada
830,2025-05-18,Dammam,Electronics,iPad Air,2760.46,5,13802.3,Apple Pay
831,2026-02-01,Medina,Home & Kitchen,Air Fryer,666.02,2,1332.04,Visa
832,2026-02-23,Jeddah,Apparel,Thobe Classic,482.27,1,482.27,Mastercard
833,2025-07-29,Khobar,Apparel,Abaya Modern,133.07,4,532.28,Cash
834,2025-09-10,Khobar,Home & Kitchen,Dinner Set,598.93,1,598.93,Cash
835,2026-02-08,Medina,Beauty,Sunscreen,294.6,5,1473.0,Cash
836,2026-06-18,Makkah,Groceries,Dates Premium,39.68,4,158.72,Mada
837,2026-02-10,Jeddah,Groceries,Honey Pure,197.09,1,197.09,Cash
838,2025-07-14,Khobar,Groceries,Dates Premium,72.41,4,289.64,Mastercard
839,2026-03-09,Dammam,Beauty,Moisturizer,167.77,1,167.77,Cash
840,2025-04-03,Jeddah,Beauty,Beard Oil,339.06,1,339.06,Visa
841,2026-02-07,Makkah,Groceries,Olive Oil,94.44,4,377.76,Mada
842,2025-07-26,Jeddah,Beauty,Gift Set,403.02,1,403.02,Mastercard
843,2025-04-04,Dammam,Apparel,Thobe Classic,157.08,4,628.32,Mastercard
844,2026-06-08,Riyadh,Groceries,Arabic Coffee Beans,130.17,2,260.34,Apple Pay
845,2025-06-24,Makkah,Beauty,Oud Perfume,414.9,5,2074.5,Visa
846,2025-02-22,Jeddah,Apparel,Abaya Modern,309.79,3,929.37,Apple Pay
847,2025-05-15,Dammam,Apparel,Thobe Classic,580.22,1,580.22,Cash
848,2026-05-25,Dammam,Electronics,iPad Air,4349.35,5,21746.75,Mada
849,2025-08-11,Makkah,Beauty,Moisturizer,285.54,4,1142.16,Apple Pay
850,2025-01-07,Khobar,Beauty,Oud Perfume,147.89,5,739.45,Mastercard
851,2025-02-20,Makkah,Groceries,Olive Oil,53.27,1,53.27,Mastercard
852,2025-11-02,Riyadh,Apparel,Thobe Classic,265.56,1,265.56,Mada
853,2025-06-15,Riyadh,Beauty,Moisturizer,318.84,5,1594.2,Cash
854,2026-04-12,Makkah,Groceries,Olive Oil,154.88,3,464.64,Mada
855,2026-01-13,Riyadh,Home & Kitchen,Blender,1092.41,1,1092.41,Apple Pay
856,2026-04-28,Makkah,Electronics,Sony Headphones,1105.46,3,3316.38,Mastercard
857,2025-08-03,Makkah,Beauty,Gift Set,328.33,5,1641.65,Mada
858,2025-03-31,Riyadh,Groceries,Honey Pure,107.06,5,535.3,Mastercard
859,2025-09-23,Khobar,Groceries,Basmati Rice,114.57,5,572.85,Mastercard
860,2026-05-24,Jeddah,Groceries,Honey Pure,113.55,4,454.2,Apple Pay
861,2025-10-25,Jeddah,Groceries,Olive Oil,196.27,1,196.27,Mada
862,2025-08-01,Riyadh,Beauty,Oud Perfume,369.83,4,1479.32,Apple Pay
863,2025-08-06,Riyadh,Home & Kitchen,Blender,161.86,2,323.72,Mastercard
864,2025-11-04,Dammam,Electronics,Sony Headphones,2780.1,3,8340.3,Mada
865,2026-02-10,Riyadh,Home & Kitchen,Blender,910.62,5,4553.1,Mada
866,2025-12-13,Jeddah,Apparel,Sports Sneakers,561.14,4,2244.56,Apple Pay
867,2025-06-09,Riyadh,Apparel,Leather Sandals,413.6,5,2068.0,Mastercard
868,2026-06-18,Khobar,Beauty,Oud Perfume,169.74,3,509.22,Cash
869,2025-12-06,Makkah,Electronics,Samsung Galaxy S24,4097.91,3,12293.73,Mada
870,2025-12-14,Jeddah,Home & Kitchen,Arabic Coffee Maker,1182.8,5,5914.0,Visa
871,2025-07-11,Makkah,Groceries,Arabic Coffee Beans,127.13,3,381.39,Mastercard
872,2026-02-28,Medina,Electronics,Sony Headphones,890.59,2,1781.18,Mastercard
873,2026-06-22,Khobar,Home & Kitchen,Air Fryer,467.43,1,467.43,Mastercard
874,2026-03-31,Riyadh,Apparel,Thobe Classic,353.0,4,1412.0,Cash
875,2026-05-11,Jeddah,Apparel,Sports Sneakers,466.22,5,2331.1,Mastercard
876,2026-06-13,Dammam,Apparel,Thobe Classic,438.36,2,876.72,Visa
877,2026-02-01,Medina,Electronics,iPad Air,3711.55,5,18557.75,Mada
878,2025-03-31,Riyadh,Home & Kitchen,Arabic Coffee Maker,499.95,1,499.95,Mada
879,2025-11-16,Makkah,Home & Kitchen,Arabic Coffee Maker,820.79,2,1641.58,Mastercard
880,2025-10-11,Jeddah,Apparel,Sports Sneakers,366.14,4,1464.56,Mada
881,2025-10-08,Dammam,Apparel,Abaya Modern,157.23,5,786.15,Cash
882,2025-12-25,Makkah,Electronics,Samsung Galaxy S24,2972.15,3,8916.45,Visa
883,2025-09-08,Medina,Home & Kitchen,Vacuum Cleaner,329.84,3,989.52,Cash
884,2025-02-21,Dammam,Groceries,Arabic Coffee Beans,43.41,4,173.64,Mada
885,2025-03-30,Riyadh,Beauty,Oud Perfume,220.59,2,441.18,Cash
886,2025-12-31,Makkah,Beauty,Gift Set,174.98,2,349.96,Cash
887,2025-05-15,Riyadh,Beauty,Gift Set,87.17,4,348.68,Mada
888,2026-04-27,Khobar,Home & Kitchen,Dinner Set,393.28,2,786.56,Visa
889,2026-02-06,Makkah,Home & Kitchen,Blender,342.52,3,1027.56,Mastercard
890,2025-03-08,Khobar,Beauty,Oud Perfume,240.13,3,720.39,Apple Pay
891,2025-12-23,Khobar,Apparel,Sports Sneakers,402.22,2,804.44,Cash
892,2025-11-30,Riyadh,Beauty,Oud Perfume,272.46,1,272.46,Mastercard
893,2026-02-28,Makkah,Beauty,Beard Oil,145.43,2,290.86,Cash
894,2025-03-09,Jeddah,Beauty,Beard Oil,186.29,5,931.45,Apple Pay
895,2025-08-30,Khobar,Groceries,Basmati Rice,51.16,1,51.16,Cash
896,2026-04-20,Khobar,Electronics,Smart Watch,1964.2,1,1964.2,Apple Pay
897,2025-03-13,Jeddah,Home & Kitchen,Dinner Set,778.17,5,3890.85,Apple Pay
898,2025-04-03,Dammam,Beauty,Oud Perfume,137.04,2,274.08,Cash
899,2025-06-02,Medina,Electronics,Samsung Galaxy S24,2538.38,3,7615.14,Apple Pay
900,2025-07-20,Makkah,Groceries,Arabic Coffee Beans,57.02,3,171.06,Mastercard
901,2025-12-19,Makkah,Home & Kitchen,Dinner Set,1189.8,5,5949.0,Mada
902,2025-05-11,Makkah,Groceries,Arabic Coffee Beans,173.45,1,173.45,Mastercard
903,2026-01-03,Makkah,Electronics,iPhone 15,993.64,3,2980.92,Mada
904,2026-02-08,Jeddah,Beauty,Gift Set,300.09,4,1200.36,Apple Pay
905,2025-08-05,Khobar,Beauty,Gift Set,315.0,4,1260.0,Visa
906,2026-01-04,Jeddah,Groceries,Arabic Coffee Beans,171.19,2,342.38,Mastercard
907,2025-01-12,Medina,Apparel,Abaya Modern,135.87,1,135.87,Visa
908,2025-05-20,Medina,Beauty,Beard Oil,83.87,4,335.48,Apple Pay
909,2025-07-04,Medina,Groceries,Arabic Coffee Beans,101.79,4,407.16,Cash
910,2025-08-20,Khobar,Beauty,Sunscreen,124.32,5,621.6,Mada
911,2026-05-29,Makkah,Beauty,Moisturizer,157.7,5,788.5,Cash
912,2026-05-10,Dammam,Electronics,iPhone 15,3671.97,1,3671.97,Cash
913,2026-06-24,Khobar,Electronics,Samsung Galaxy S24,4926.11,3,14778.33,Apple Pay
914,2025-04-01,Makkah,Electronics,Smart Watch,1603.54,1,1603.54,Cash
915,2025-02-24,Makkah,Home & Kitchen,Vacuum Cleaner,1098.76,5,5493.8,Mada
916,2026-04-26,Khobar,Beauty,Gift Set,279.59,3,838.77,Apple Pay
917,2025-06-21,Dammam,Home & Kitchen,Blender,187.09,5,935.45,Mastercard
918,2025-03-04,Medina,Groceries,Basmati Rice,133.27,5,666.35,Visa
919,2025-01-28,Makkah,Electronics,Sony Headphones,1790.67,1,1790.67,Visa
920,2025-09-16,Makkah,Electronics,Sony Headphones,1096.42,3,3289.26,Mastercard
921,2025-06-28,Dammam,Electronics,iPhone 15,4595.59,2,9191.18,Apple Pay
922,2025-08-30,Dammam,Apparel,Sports Sneakers,342.46,5,1712.3,Mada
923,2025-06-07,Dammam,Electronics,Samsung Galaxy S24,4269.26,4,17077.04,Apple Pay
924,2025-08-04,Jeddah,Beauty,Moisturizer,281.1,3,843.3,Mada
925,2025-02-23,Medina,Home & Kitchen,Arabic Coffee Maker,325.98,4,1303.92,Apple Pay
926,2025-08-28,Dammam,Beauty,Gift Set,201.92,4,807.68,Apple Pay
927,2026-03-22,Dammam,Apparel,Formal Suit,105.93,4,423.72,Apple Pay
928,2025-02-12,Medina,Home & Kitchen,Vacuum Cleaner,252.23,5,1261.15,Mastercard
929,2025-12-10,Khobar,Groceries,Basmati Rice,68.66,1,68.66,Mastercard
930,2026-04-18,Medina,Groceries,Arabic Coffee Beans,159.17,2,318.34,Cash
931,2025-07-04,Jeddah,Groceries,Basmati Rice,76.39,1,76.39,Mada
932,2025-04-11,Riyadh,Electronics,iPad Air,2863.69,4,11454.76,Mastercard
933,2025-07-17,Jeddah,Home & Kitchen,Blender,185.74,5,928.7,Mada
934,2025-05-05,Riyadh,Groceries,Olive Oil,147.45,1,147.45,Mada
935,2025-07-09,Makkah,Apparel,Leather Sandals,548.0,2,1096.0,Mastercard
936,2026-04-10,Dammam,Beauty,Oud Perfume,419.08,3,1257.24,Apple Pay
937,2025-06-15,Medina,Home & Kitchen,Blender,969.77,3,2909.31,Mada
938,2025-03-03,Khobar,Beauty,Sunscreen,153.3,3,459.9,Visa
939,2025-07-25,Khobar,Electronics,iPad Air,3246.36,2,6492.72,Apple Pay
940,2026-03-18,Riyadh,Apparel,Formal Suit,209.19,1,209.19,Apple Pay
941,2025-02-05,Medina,Home & Kitchen,Arabic Coffee Maker,226.57,5,1132.85,Mastercard
942,2025-06-02,Khobar,Electronics,iPad Air,3437.89,1,3437.89,Mada
943,2025-06-05,Medina,Beauty,Sunscreen,330.02,4,1320.08,Cash
944,2026-05-05,Riyadh,Groceries,Arabic Coffee Beans,98.49,1,98.49,Cash
945,2026-05-09,Jeddah,Electronics,iPad Air,1045.42,5,5227.1,Mastercard
946,2025-02-26,Dammam,Home & Kitchen,Dinner Set,813.89,1,813.89,Mastercard
947,2026-04-16,Makkah,Home & Kitchen,Arabic Coffee Maker,948.48,3,2845.44,Visa
948,2026-01-29,Jeddah,Groceries,Dates Premium,138.93,3,416.79,Apple Pay
949,2025-03-28,Riyadh,Home & Kitchen,Dinner Set,1079.47,4,4317.88,Visa
950,2025-01-26,Jeddah,Electronics,Samsung Galaxy S24,3738.83,5,18694.15,Visa
951,2025-11-12,Khobar,Beauty,Oud Perfume,249.87,4,999.48,Mada
952,2025-12-12,Riyadh,Home & Kitchen,Arabic Coffee Maker,977.17,1,977.17,Apple Pay
953,2026-04-15,Riyadh,Apparel,Formal Suit,570.04,5,2850.2,Visa
954,2025-03-15,Medina,Groceries,Olive Oil,26.64,2,53.28,Apple Pay
955,2025-02-16,Medina,Electronics,iPad Air,1592.07,2,3184.14,Mada
956,2025-04-10,Jeddah,Electronics,Sony Headphones,2552.83,2,5105.66,Cash
957,2026-05-25,Riyadh,Electronics,iPhone 15,3177.4,5,15887.0,Visa
958,2025-12-12,Riyadh,Apparel,Leather Sandals,505.76,4,2023.04,Mastercard
959,2025-05-21,Riyadh,Groceries,Honey Pure,77.89,2,155.78,Mada
960,2025-03-06,Makkah,Apparel,Sports Sneakers,160.37,2,320.74,Apple Pay
